Latitude (decimal degrees):	51.495
Longitude (decimal degrees):	10.798
Elevation (m):	181
Radiation database:	PVGIS-SARAH2


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200117:0310,0.0,0.0,0.0,0.0,1.85,1.31,0.0
20200117:0410,0.0,0.0,0.0,0.0,1.36,1.38,0.0
20200117:0510,0.0,0.0,0.0,0.0,-0.08,1.79,0.0
20200117:0610,0.0,0.0,0.0,0.0,-0.65,1.93,0.0
20200117:0710,0.0,0.0,0.0,0.0,-1.13,1.93,0.0
20200117:0810,108.28,59.79,1.76,6.05,-0.83,1.72,0.0
20200117:0910,330.18,128.05,4.83,11.88,1.37,1.24,0.0
20200117:1010,527.59,145.7,7.26,15.87,4.31,1.31,0.0
20200117:1110,663.23,132.06,8.55,17.67,5.57,2.0,0.0
20200117:1210,714.5,103.82,8.46,17.1,6.47,2.48,0.0
20200117:1310,485.24,133.3,6.39,14.21,7.11,2.48,0.0
20200117:1410,412.96,85.12,4.01,9.29,7.15,2.69,0.0
20200117:1510,0.0,8.53,0.29,2.72,6.47,3.03,0.0
20200117:1610,0.0,0.0,0.0,0.0,5.5,3.1,0.0
20200117:1710,0.0,0.0,0.0,0.0,5.27,3.17,0.0
20200117:1810,0.0,0.0,0.0,0.0,5.27,3.24,0.0
20200117:1910,0.0,0.0,0.0,0.0,5.46,3.66,0.0
20200117:2010,0.0,0.0,0.0,0.0,5.91,3.86,0.0
20200117:2110,0.0,0.0,0.0,0.0,6.42,3.93,0.0
20200117:2210,0.0,0.0,0.0,0.0,6.62,3.86,0.0
20200117:2310,0.0,0.0,0.0,0.0,6.34,3.93,0.0
20200118:0010,0.0,0.0,0.0,0.0,5.75,4.07,0.0
20200118:0110,0.0,0.0,0.0,0.0,5.28,4.21,0.0
20200118:0210,0.0,0.0,0.0,0.0,4.55,4.07,0.0
20200118:0310,0.0,0.0,0.0,0.0,4.11,3.79,0.0
20200118:0410,0.0,0.0,0.0,0.0,3.72,3.52,0.0
20200118:0510,0.0,0.0,0.0,0.0,3.44,3.24,0.0
20200118:0610,0.0,0.0,0.0,0.0,3.18,3.17,0.0
20200118:0710,0.0,0.0,0.0,0.0,2.66,2.97,0.0
20200118:0810,26.47,40.23,1.32,6.19,2.73,3.1,0.0
20200118:0910,42.08,87.28,2.99,12.04,3.45,3.31,0.0
20200118:1010,397.96,168.42,6.82,16.05,4.16,4.28,0.0
20200118:1110,367.73,187.28,7.35,17.87,4.59,4.62,0.0
20200118:1210,211.41,172.01,6.15,17.31,4.77,4.69,0.0
20200118:1310,118.26,130.17,4.48,14.43,4.71,4.34,0.0
20200118:1410,84.22,82.14,2.69,9.5,4.55,3.52,0.0
20200118:1510,0.0,2.56,0.09,2.93,3.8,3.03,0.0
20200118:1610,0.0,0.0,0.0,0.0,2.69,2.69,0.0
20200118:1710,0.0,0.0,0.0,0.0,2.04,2.69,0.0
20200118:1810,0.0,0.0,0.0,0.0,1.54,2.76,0.0
20200118:1910,0.0,0.0,0.0,0.0,2.32,2.76,0.0
20200118:2010,0.0,0.0,0.0,0.0,2.25,2.69,0.0
20200118:2110,0.0,0.0,0.0,0.0,2.22,2.76,0.0
20200118:2210,0.0,0.0,0.0,0.0,2.07,2.76,0.0
20200118:2310,0.0,0.0,0.0,0.0,2.14,2.69,0.0
20200119:0010,0.0,0.0,0.0,0.0,2.13,2.62,0.0
20200119:0110,0.0,0.0,0.0,0.0,1.92,2.69,0.0
20200119:0210,0.0,0.0,0.0,0.0,1.75,2.55,0.0
20200119:0310,0.0,0.0,0.0,0.0,1.53,2.41,0.0
20200119:0410,0.0,0.0,0.0,0.0,1.48,2.21,0.0
20200119:0510,0.0,0.0,0.0,0.0,1.33,2.14,0.0
20200119:0610,0.0,0.0,0.0,0.0,1.4,2.34,0.0
20200119:0710,0.0,0.0,0.0,0.0,1.31,2.34,0.0
20200119:0810,118.98,65.46,1.93,6.34,1.51,2.76,0.0
20200119:0910,131.59,115.19,3.9,12.21,1.77,2.76,0.0
20200119:1010,306.82,171.11,6.41,16.24,2.63,3.31,0.0
20200119:1110,154.92,168.08,5.95,18.07,3.24,3.1,0.0
20200119:1210,110.49,152.06,5.33,17.52,3.68,2.97,0.0
20200119:1310,410.48,151.47,6.33,14.65,3.87,2.97,0.0
20200119:1410,263.57,106.53,3.72,9.72,3.97,2.48,0.0
20200119:1510,0.0,5.12,0.18,3.15,3.52,2.21,0.0
20200119:1610,0.0,0.0,0.0,0.0,2.82,2.14,0.0
20200119:1710,0.0,0.0,0.0,0.0,2.3,2.07,0.0
20200119:1810,0.0,0.0,0.0,0.0,2.06,2.0,0.0
20200119:1910,0.0,0.0,0.0,0.0,2.52,2.07,0.0
20200119:2010,0.0,0.0,0.0,0.0,2.53,1.86,0.0
20200119:2110,0.0,0.0,0.0,0.0,2.15,1.79,0.0
20200119:2210,0.0,0.0,0.0,0.0,1.61,1.66,0.0
20200119:2310,0.0,0.0,0.0,0.0,1.32,1.72,0.0
20200120:0010,0.0,0.0,0.0,0.0,0.38,1.86,0.0
20200120:0110,0.0,0.0,0.0,0.0,-0.17,1.79,0.0
20200120:0210,0.0,0.0,0.0,0.0,-0.47,1.66,0.0
20200120:0310,0.0,0.0,0.0,0.0,-1.65,1.93,0.0
20200120:0410,0.0,0.0,0.0,0.0,-1.95,1.79,0.0
20200120:0510,0.0,0.0,0.0,0.0,-1.83,1.72,0.0
20200120:0610,0.0,0.0,0.0,0.0,-2.11,1.59,0.0
20200120:0710,0.0,0.0,0.0,0.0,-2.08,1.59,0.0
20200120:0810,131.39,69.17,2.05,6.49,-1.9,1.45,0.0
20200120:0910,437.6,124.86,5.56,12.38,0.11,1.24,0.0
20200120:1010,607.48,137.43,7.97,16.43,1.73,1.38,0.0
20200120:1110,630.97,154.59,8.85,18.28,2.32,1.31,0.0
20200120:1210,558.48,166.06,8.32,17.74,2.69,1.17,0.0
20200120:1310,523.99,136.85,6.94,14.87,2.76,1.38,0.0
20200120:1410,412.9,96.73,4.39,9.95,2.86,1.52,0.0
20200120:1510,0.0,11.94,0.41,3.37,2.63,1.24,0.0
20200120:1610,0.0,0.0,0.0,0.0,2.17,1.31,0.0
20200120:1710,0.0,0.0,0.0,0.0,1.72,1.38,0.0
20200120:1810,0.0,0.0,0.0,0.0,0.94,1.38,0.0
20200120:1910,0.0,0.0,0.0,0.0,0.35,1.45,0.0
20200120:2010,0.0,0.0,0.0,0.0,-0.6,1.45,0.0
20200120:2110,0.0,0.0,0.0,0.0,-1.26,1.31,0.0
20200120:2210,0.0,0.0,0.0,0.0,-1.59,1.24,0.0
20200120:2310,0.0,0.0,0.0,0.0,-2.21,1.38,0.0
20200121:0010,0.0,0.0,0.0,0.0,-2.76,1.45,0.0
20200121:0110,0.0,0.0,0.0,0.0,-3.29,1.52,0.0
20200121:0210,0.0,0.0,0.0,0.0,-3.65,1.66,0.0
20200121:0310,0.0,0.0,0.0,0.0,-3.85,1.72,0.0
20200121:0410,0.0,0.0,0.0,0.0,-4.04,1.79,0.0
20200121:0510,0.0,0.0,0.0,0.0,-4.05,1.93,0.0
20200121:0610,0.0,0.0,0.0,0.0,-4.15,2.0,0.0
20200121:0710,0.0,0.0,0.0,0.0,-4.25,2.0,0.0
20200121:0810,157.92,74.51,2.23,6.65,-4.09,1.72,0.0
20200121:0910,448.77,125.38,5.71,12.56,-1.39,1.38,0.0
20200121:1010,642.53,130.21,8.23,16.63,1.02,1.59,0.0
20200121:1110,717.89,131.49,9.34,18.5,2.53,2.07,0.0
20200121:1210,672.57,139.31,8.93,17.97,3.34,2.28,0.0
20200121:1310,631.52,108.94,7.47,15.1,3.63,2.28,0.0
20200121:1410,446.67,92.85,4.63,10.18,3.24,1.86,0.0
20200121:1510,7.77,14.34,0.5,3.59,1.89,2.14,0.0
20200121:1610,0.0,0.0,0.0,0.0,0.15,2.21,0.0
20200121:1710,0.0,0.0,0.0,0.0,-1.05,2.14,0.0
20200121:1810,0.0,0.0,0.0,0.0,-1.9,2.21,0.0
20200121:1910,0.0,0.0,0.0,0.0,-2.39,2.07,0.0
20200121:2010,0.0,0.0,0.0,0.0,-2.82,2.14,0.0
20200121:2110,0.0,0.0,0.0,0.0,-3.17,2.07,0.0
20200121:2210,0.0,0.0,0.0,0.0,-3.48,2.0,0.0
20200121:2310,0.0,0.0,0.0,0.0,-3.66,2.07,0.0
20200122:0010,0.0,0.0,0.0,0.0,-3.71,2.21,0.0
20200122:0110,0.0,0.0,0.0,0.0,-3.63,2.28,0.0
20200122:0210,0.0,0.0,0.0,0.0,-3.41,2.41,0.0
20200122:0310,0.0,0.0,0.0,0.0,-3.12,2.55,0.0
20200122:0410,0.0,0.0,0.0,0.0,-2.75,2.69,0.0
20200122:0510,0.0,0.0,0.0,0.0,-2.34,2.76,0.0
20200122:0610,0.0,0.0,0.0,0.0,-2.33,2.76,0.0
20200122:0710,0.0,0.0,0.0,0.0,-2.41,2.76,0.0
20200122:0810,28.91,44.12,1.46,6.82,-2.06,2.76,0.0
20200122:0910,9.99,71.18,2.46,12.75,-0.62,2.62,0.0
20200122:1010,35.0,114.06,3.98,16.84,0.4,2.83,0.0
20200122:1110,8.36,100.58,3.49,18.72,1.13,2.83,0.0
20200122:1210,47.96,131.2,4.6,18.2,1.42,2.69,0.0
20200122:1310,0.0,69.07,2.37,15.34,1.48,2.41,0.0
20200122:1410,0.0,11.09,0.38,10.41,1.47,2.41,0.0
20200122:1510,0.0,4.26,0.15,3.82,1.43,2.28,0.0
20200122:1610,0.0,0.0,0.0,0.0,1.04,2.21,0.0
20200122:1710,0.0,0.0,0.0,0.0,1.01,1.93,0.0
20200122:1810,0.0,0.0,0.0,0.0,0.95,1.72,0.0
20200122:1910,0.0,0.0,0.0,0.0,0.42,1.66,0.0
20200122:2010,0.0,0.0,0.0,0.0,0.32,1.52,0.0
20200122:2110,0.0,0.0,0.0,0.0,0.32,1.31,0.0
20200122:2210,0.0,0.0,0.0,0.0,0.31,1.24,0.0
20200122:2310,0.0,0.0,0.0,0.0,0.23,1.17,0.0
20200123:0010,0.0,0.0,0.0,0.0,0.18,1.17,0.0
20200123:0110,0.0,0.0,0.0,0.0,0.13,1.1,0.0
20200123:0210,0.0,0.0,0.0,0.0,-0.03,1.1,0.0
20200123:0310,0.0,0.0,0.0,0.0,0.0,0.9,0.0
20200123:0410,0.0,0.0,0.0,0.0,0.0,0.83,0.0
20200123:0510,0.0,0.0,0.0,0.0,0.03,0.83,0.0
20200123:0610,0.0,0.0,0.0,0.0,-0.06,0.83,0.0
20200123:0710,0.0,0.0,0.0,0.0,-0.46,0.48,0.0
20200123:0810,18.81,41.69,1.41,6.99,-0.32,0.28,0.0
20200123:0910,26.28,84.63,2.93,12.94,0.66,0.48,0.0
20200123:1010,14.43,101.2,3.51,17.05,1.33,0.9,0.0
20200123:1110,5.52,102.58,3.54,18.95,1.8,1.03,0.0
20200123:1210,2.79,92.62,3.19,18.44,1.91,0.69,0.0
20200123:1310,66.1,120.83,4.22,15.58,2.06,0.62,0.0
20200123:1410,98.37,93.15,3.13,10.65,2.09,0.69,0.0
20200123:1510,0.0,11.09,0.38,4.05,1.73,0.69,0.0
20200123:1610,0.0,0.0,0.0,0.0,0.6,0.83,0.0
20200123:1710,0.0,0.0,0.0,0.0,0.14,0.69,0.0
20200123:1810,0.0,0.0,0.0,0.0,-0.08,0.76,0.0
20200123:1910,0.0,0.0,0.0,0.0,-0.68,0.41,0.0
20200123:2010,0.0,0.0,0.0,0.0,-0.85,0.07,0.0
20200123:2110,0.0,0.0,0.0,0.0,-1.11,0.28,0.0
20200123:2210,0.0,0.0,0.0,0.0,-1.38,0.41,0.0
20200123:2310,0.0,0.0,0.0,0.0,-1.69,0.34,0.0
20200124:0010,0.0,0.0,0.0,0.0,-1.94,0.48,0.0
20200124:0110,0.0,0.0,0.0,0.0,-2.32,0.69,0.0
20200124:0210,0.0,0.0,0.0,0.0,-2.98,0.97,0.0
20200124:0310,0.0,0.0,0.0,0.0,-3.34,1.1,0.0
20200124:0410,0.0,0.0,0.0,0.0,-3.51,1.17,0.0
20200124:0510,0.0,0.0,0.0,0.0,-3.82,1.31,0.0
20200124:0610,0.0,0.0,0.0,0.0,-4.23,1.59,0.0
20200124:0710,0.0,0.0,0.0,0.0,-3.81,2.21,0.0
20200124:0810,36.72,49.56,1.64,7.17,-2.92,2.07,0.0
20200124:0910,84.24,109.59,3.78,13.14,-0.96,2.83,0.0
20200124:1010,28.55,114.13,3.98,17.27,0.13,2.76,0.0
20200124:1110,24.6,122.42,4.28,19.18,1.13,2.69,0.0
20200124:1210,80.13,149.4,5.27,18.68,1.93,2.62,0.0
20200124:1310,14.83,93.61,3.25,15.82,2.37,2.55,0.0
20200124:1410,25.02,68.82,2.37,10.89,2.32,2.28,0.0
20200124:1510,0.0,7.67,0.26,4.29,1.52,2.0,0.0
20200124:1610,0.0,0.0,0.0,0.0,0.19,2.14,0.0
20200124:1710,0.0,0.0,0.0,0.0,-0.74,2.07,0.0
20200124:1810,0.0,0.0,0.0,0.0,-1.42,2.14,0.0
20200124:1910,0.0,0.0,0.0,0.0,-2.4,2.21,0.0
20200124:2010,0.0,0.0,0.0,0.0,-2.56,2.21,0.0
20200124:2110,0.0,0.0,0.0,0.0,-2.6,2.14,0.0
20200124:2210,0.0,0.0,0.0,0.0,-2.36,2.0,0.0
20200124:2310,0.0,0.0,0.0,0.0,-2.46,1.86,0.0
20200125:0010,0.0,0.0,0.0,0.0,-2.64,1.66,0.0
20200125:0110,0.0,0.0,0.0,0.0,-2.77,1.59,0.0
20200125:0210,0.0,0.0,0.0,0.0,-2.73,1.59,0.0
20200125:0310,0.0,0.0,0.0,0.0,-2.84,1.66,0.0
20200125:0410,0.0,0.0,0.0,0.0,-2.5,1.52,0.0
20200125:0510,0.0,0.0,0.0,0.0,-3.03,1.45,0.0
20200125:0610,0.0,0.0,0.0,0.0,-3.54,1.38,0.0
20200125:0710,0.0,0.0,0.0,0.0,-3.86,1.52,0.0
20200125:0810,0.0,28.14,0.97,7.36,-3.55,1.31,0.0
20200125:0910,0.0,48.61,1.67,13.35,-1.16,1.38,0.0
20200125:1010,0.0,50.31,1.73,17.49,-0.11,1.52,0.0
20200125:1110,0.0,55.43,1.9,19.42,0.95,1.52,0.0
20200125:1210,0.0,55.43,1.9,18.93,1.72,1.72,0.0
20200125:1310,0.0,56.28,1.93,16.07,2.29,1.79,0.0
20200125:1410,0.0,46.9,1.61,11.14,2.46,1.66,0.0
20200125:1510,0.0,11.94,0.41,4.53,1.85,1.31,0.0
20200125:1610,0.0,0.0,0.0,0.0,0.42,1.38,0.0
20200125:1710,0.0,0.0,0.0,0.0,-1.52,1.52,0.0
20200125:1810,0.0,0.0,0.0,0.0,-2.46,1.66,0.0
20200125:1910,0.0,0.0,0.0,0.0,-2.99,1.66,0.0
20200125:2010,0.0,0.0,0.0,0.0,-3.07,1.72,0.0
20200125:2110,0.0,0.0,0.0,0.0,-2.89,1.66,0.0
20200125:2210,0.0,0.0,0.0,0.0,-2.74,1.59,0.0
20200125:2310,0.0,0.0,0.0,0.0,-2.58,1.45,0.0
20200126:0010,0.0,0.0,0.0,0.0,-2.69,1.38,0.0
20200126:0110,0.0,0.0,0.0,0.0,-2.28,1.24,0.0
20200126:0210,0.0,0.0,0.0,0.0,-1.99,1.17,0.0
20200126:0310,0.0,0.0,0.0,0.0,-2.15,1.24,0.0
20200126:0410,0.0,0.0,0.0,0.0,-2.32,1.31,0.0
20200126:0510,0.0,0.0,0.0,0.0,-2.19,1.31,0.0
20200126:0610,0.0,0.0,0.0,0.0,-2.23,1.31,0.0
20200126:0710,0.0,0.0,0.0,0.0,-2.07,1.24,0.0
20200126:0810,17.48,42.94,1.46,7.55,-1.4,1.03,0.0
20200126:0910,56.71,101.95,3.54,13.56,-0.19,1.24,0.0
20200126:1010,75.42,139.39,4.92,17.73,0.83,1.17,0.0
20200126:1110,37.51,134.23,4.72,19.67,2.12,1.31,0.0
20200126:1210,29.76,127.18,4.45,19.19,3.18,1.66,0.0
20200126:1310,78.1,128.85,4.54,16.33,3.66,1.72,0.0
20200126:1410,55.08,85.2,2.93,11.39,3.68,1.38,0.0
20200126:1510,0.0,8.53,0.29,4.77,3.15,1.52,0.0
20200126:1610,0.0,0.0,0.0,0.0,2.01,1.72,0.0
20200126:1710,0.0,0.0,0.0,0.0,1.17,1.93,0.0
20200126:1810,0.0,0.0,0.0,0.0,1.27,2.07,0.0
20200126:1910,0.0,0.0,0.0,0.0,1.64,2.62,0.0
20200126:2010,0.0,0.0,0.0,0.0,1.75,2.83,0.0
20200126:2110,0.0,0.0,0.0,0.0,1.7,2.69,0.0
20200126:2210,0.0,0.0,0.0,0.0,1.42,2.34,0.0
20200126:2310,0.0,0.0,0.0,0.0,1.14,2.0,0.0
20200127:0010,0.0,0.0,0.0,0.0,1.03,1.86,0.0
20200127:0110,0.0,0.0,0.0,0.0,0.92,1.93,0.0
20200127:0210,0.0,0.0,0.0,0.0,1.25,2.14,0.0
20200127:0310,0.0,0.0,0.0,0.0,1.72,2.62,0.0
20200127:0410,0.0,0.0,0.0,0.0,2.57,3.17,0.0
20200127:0510,0.0,0.0,0.0,0.0,3.28,3.72,0.0
20200127:0610,0.0,0.0,0.0,0.0,3.68,4.14,0.0
20200127:0710,0.0,0.0,0.0,0.0,3.34,4.07,0.0
20200127:0810,25.58,49.34,1.67,7.75,3.62,4.14,0.0
20200127:0910,0.0,28.99,1.0,13.78,4.2,4.07,0.0
20200127:1010,55.25,131.2,4.63,17.96,4.88,4.21,0.0
20200127:1110,21.21,122.32,4.28,19.92,5.69,4.9,0.0
20200127:1210,0.0,54.58,1.87,19.45,6.39,5.45,0.0
20200127:1310,0.0,34.11,1.17,16.59,6.6,4.9,0.0
20200127:1410,13.52,65.96,2.28,11.64,6.36,4.48,0.0
20200127:1510,0.0,8.53,0.29,5.01,5.79,4.07,0.0
20200127:1610,0.0,0.0,0.0,0.0,5.31,3.93,0.0
20200127:1710,0.0,0.0,0.0,0.0,4.94,3.93,0.0
20200127:1810,0.0,0.0,0.0,0.0,4.72,4.07,0.0
20200127:1910,0.0,0.0,0.0,0.0,5.07,4.14,0.0
20200127:2010,0.0,0.0,0.0,0.0,4.96,4.21,0.0
20200127:2110,0.0,0.0,0.0,0.0,4.9,4.28,0.0
20200127:2210,0.0,0.0,0.0,0.0,4.74,4.34,0.0
20200127:2310,0.0,0.0,0.0,0.0,4.48,4.41,0.0
20200128:0010,0.0,0.0,0.0,0.0,4.34,4.41,0.0
20200128:0110,0.0,0.0,0.0,0.0,4.3,4.76,0.0
20200128:0210,0.0,0.0,0.0,0.0,4.34,5.24,0.0
20200128:0310,0.0,0.0,0.0,0.0,4.33,5.66,0.0
20200128:0410,0.0,0.0,0.0,0.0,4.44,5.52,0.0
20200128:0510,0.0,0.0,0.0,0.0,4.54,5.1,0.0
20200128:0610,0.0,0.0,0.0,0.0,4.39,4.76,0.0
20200128:0710,0.0,0.0,0.0,0.0,4.61,5.1,0.0
20200128:0810,16.64,46.26,1.58,7.95,4.81,4.97,0.0
20200128:0910,0.0,45.2,1.55,14.0,5.17,4.69,0.0
20200128:1010,0.0,31.55,1.08,18.21,5.3,5.79,0.0
20200128:1110,18.37,124.28,4.33,20.18,4.69,7.45,0.0
20200128:1210,2.65,95.13,3.28,19.71,4.59,6.83,0.0
20200128:1310,42.3,119.43,4.19,16.86,4.21,7.1,0.0
20200128:1410,29.85,78.61,2.72,11.9,4.4,7.03,0.0
20200128:1510,0.0,13.64,0.47,5.26,3.95,6.48,0.0
20200128:1610,0.0,0.0,0.0,0.0,3.15,6.0,0.0
20200128:1710,0.0,0.0,0.0,0.0,2.59,5.93,0.0
20200128:1810,0.0,0.0,0.0,0.0,2.21,6.07,0.0
20200128:1910,0.0,0.0,0.0,0.0,1.87,5.86,0.0
20200128:2010,0.0,0.0,0.0,0.0,1.57,5.79,0.0
20200128:2110,0.0,0.0,0.0,0.0,1.3,5.66,0.0
20200128:2210,0.0,0.0,0.0,0.0,1.36,5.72,0.0
20200128:2310,0.0,0.0,0.0,0.0,1.48,5.66,0.0
20200129:0010,0.0,0.0,0.0,0.0,1.38,5.31,0.0
20200129:0110,0.0,0.0,0.0,0.0,1.26,4.97,0.0
20200129:0210,0.0,0.0,0.0,0.0,1.28,4.83,0.0
20200129:0310,0.0,0.0,0.0,0.0,1.53,4.9,0.0
20200129:0410,0.0,0.0,0.0,0.0,1.64,4.83,0.0
20200129:0510,0.0,0.0,0.0,0.0,1.75,4.97,0.0
20200129:0610,0.0,0.0,0.0,0.0,1.86,5.17,0.0
20200129:0710,0.0,0.0,0.0,0.0,1.96,5.45,0.0
20200129:0810,16.24,46.98,1.61,8.16,2.26,5.66,0.0
20200129:0910,15.09,86.06,2.99,14.23,2.63,5.17,0.0
20200129:1010,0.0,59.69,2.05,18.46,3.16,7.17,0.0
20200129:1110,0.0,52.87,1.82,20.44,3.57,7.66,0.0
20200129:1210,39.3,139.94,4.92,19.98,4.09,7.17,0.0
20200129:1310,545.68,145.79,8.05,17.12,4.24,6.76,0.0
20200129:1410,0.0,40.08,1.38,12.16,4.03,5.52,0.0
20200129:1510,109.92,50.3,1.64,5.52,3.52,5.17,0.0
20200129:1610,0.0,0.0,0.0,0.0,2.49,4.83,0.0
20200129:1710,0.0,0.0,0.0,0.0,2.06,4.83,0.0
20200129:1810,0.0,0.0,0.0,0.0,2.05,5.03,0.0
20200129:1910,0.0,0.0,0.0,0.0,2.29,5.1,0.0
20200129:2010,0.0,0.0,0.0,0.0,2.19,4.9,0.0
20200129:2110,0.0,0.0,0.0,0.0,2.14,4.76,0.0
20200129:2210,0.0,0.0,0.0,0.0,2.09,4.55,0.0
20200129:2310,0.0,0.0,0.0,0.0,1.98,4.28,0.0
20200130:0010,0.0,0.0,0.0,0.0,1.96,4.34,0.0
20200130:0110,0.0,0.0,0.0,0.0,2.03,4.62,0.0
20200130:0210,0.0,0.0,0.0,0.0,2.29,4.76,0.0
20200130:0310,0.0,0.0,0.0,0.0,2.36,4.97,0.0
20200130:0410,0.0,0.0,0.0,0.0,2.6,5.38,0.0
20200130:0510,0.0,0.0,0.0,0.0,2.92,5.72,0.0
20200130:0610,0.0,0.0,0.0,0.0,3.24,5.93,0.0
20200130:0710,0.0,0.0,0.0,0.0,3.96,6.07,0.0
20200130:0810,23.77,51.3,1.76,8.38,4.26,6.07,0.0
20200130:0910,214.23,142.31,5.24,14.47,4.66,5.86,0.0
20200130:1010,29.38,122.72,4.31,18.71,5.08,4.97,0.0
20200130:1110,5.14,107.57,3.72,20.71,5.5,5.86,0.0
20200130:1210,0.0,80.16,2.75,20.26,5.81,6.07,0.0
20200130:1310,60.47,130.04,4.6,17.4,6.26,5.52,0.0
20200130:1410,121.51,110.34,3.87,12.43,6.47,4.69,0.0
20200130:1510,231.02,59.02,2.11,5.77,6.39,4.34,0.0
20200130:1610,0.0,0.0,0.0,0.0,5.83,4.14,0.0
20200130:1710,0.0,0.0,0.0,0.0,5.37,3.93,0.0
20200130:1810,0.0,0.0,0.0,0.0,4.84,3.93,0.0
20200130:1910,0.0,0.0,0.0,0.0,5.12,5.03,0.0
20200130:2010,0.0,0.0,0.0,0.0,6.3,5.86,0.0
20200130:2110,0.0,0.0,0.0,0.0,6.83,6.28,0.0
20200130:2210,0.0,0.0,0.0,0.0,7.01,6.28,0.0
20200130:2310,0.0,0.0,0.0,0.0,7.21,6.28,0.0
20200131:0010,0.0,0.0,0.0,0.0,7.66,6.69,0.0
20200131:0110,0.0,0.0,0.0,0.0,8.34,6.83,0.0
20200131:0210,0.0,0.0,0.0,0.0,9.38,7.24,0.0
20200131:0310,0.0,0.0,0.0,0.0,10.3,7.52,0.0
20200131:0410,0.0,0.0,0.0,0.0,10.57,7.31,0.0
20200131:0510,0.0,0.0,0.0,0.0,10.39,6.83,0.0
20200131:0610,0.0,0.0,0.0,0.0,9.89,6.28,0.0
20200131:0710,0.0,0.0,0.0,0.0,9.76,5.72,0.0
20200131:0810,0.0,34.96,1.2,8.6,9.23,5.38,0.0
20200131:0910,49.85,105.83,3.72,14.71,8.93,5.03,0.0
20200131:1010,97.69,155.28,5.56,18.97,8.98,5.03,0.0
20200131:1110,208.6,194.13,7.29,20.99,9.23,5.17,0.0
20200131:1210,415.31,193.6,8.58,20.54,9.59,5.72,0.0
20200131:1310,431.52,161.5,7.59,17.68,9.74,5.59,0.0
20200131:1410,339.14,120.25,5.21,12.7,10.03,5.45,0.0
20200131:1510,168.9,60.77,1.99,6.03,9.78,4.9,0.0
20200131:1610,0.0,0.0,0.0,0.0,9.37,4.83,0.0
20200131:1710,0.0,0.0,0.0,0.0,9.17,4.9,0.0
20200131:1810,0.0,0.0,0.0,0.0,9.04,4.97,0.0
20200131:1910,0.0,0.0,0.0,0.0,9.55,5.24,0.0
20200131:2010,0.0,0.0,0.0,0.0,9.64,5.17,0.0
20200131:2110,0.0,0.0,0.0,0.0,9.74,5.03,0.0
20200131:2210,0.0,0.0,0.0,0.0,9.42,4.97,0.0
20200131:2310,0.0,0.0,0.0,0.0,9.06,4.9,0.0
20200201:0010,0.0,0.0,0.0,0.0,9.19,5.03,0.0
20200201:0110,0.0,0.0,0.0,0.0,9.21,5.03,0.0
20200201:0210,0.0,0.0,0.0,0.0,9.27,5.1,0.0
20200201:0310,0.0,0.0,0.0,0.0,9.32,5.03,0.0
20200201:0410,0.0,0.0,0.0,0.0,9.36,5.03,0.0
20200201:0510,0.0,0.0,0.0,0.0,9.37,5.24,0.0
20200201:0610,0.0,0.0,0.0,0.0,9.46,5.45,0.0
20200201:0710,0.0,0.0,0.0,0.0,9.78,5.45,0.0
20200201:0810,0.0,31.55,1.08,8.83,9.9,5.31,0.0
20200201:0910,0.0,48.61,1.67,14.96,9.87,5.17,0.0
20200201:1010,0.0,63.96,2.2,19.24,9.8,5.17,0.0
20200201:1110,0.0,86.13,2.96,21.26,9.86,5.45,0.0
20200201:1210,0.0,68.22,2.34,20.82,10.0,5.52,0.0
20200201:1310,0.0,53.72,1.85,17.96,10.08,5.52,0.0
20200201:1410,0.0,44.34,1.52,12.97,10.1,5.45,0.0
20200201:1510,23.21,36.36,1.23,6.3,10.13,6.0,0.0
20200201:1610,0.0,0.0,0.0,0.0,9.87,5.72,0.0
20200201:1710,0.0,0.0,0.0,0.0,9.19,5.31,0.0
20200201:1810,0.0,0.0,0.0,0.0,8.5,5.59,0.0
20200201:1910,0.0,0.0,0.0,0.0,8.38,5.59,0.0
20200201:2010,0.0,0.0,0.0,0.0,8.06,5.59,0.0
20200201:2110,0.0,0.0,0.0,0.0,7.62,5.79,0.0
20200201:2210,0.0,0.0,0.0,0.0,7.01,5.93,0.0
20200201:2310,0.0,0.0,0.0,0.0,6.31,5.79,0.0
20200202:0010,0.0,0.0,0.0,0.0,5.91,5.79,0.0
20200202:0110,0.0,0.0,0.0,0.0,6.03,6.0,0.0
20200202:0210,0.0,0.0,0.0,0.0,6.03,5.93,0.0
20200202:0310,0.0,0.0,0.0,0.0,5.94,5.72,0.0
20200202:0410,0.0,0.0,0.0,0.0,6.11,5.79,0.0
20200202:0510,0.0,0.0,0.0,0.0,6.12,5.86,0.0
20200202:0610,0.0,0.0,0.0,0.0,6.1,5.79,0.0
20200202:0710,0.0,0.0,0.0,0.0,6.03,5.72,0.0
20200202:0810,0.0,33.26,1.14,9.07,6.05,5.31,0.0
20200202:0910,0.0,60.54,2.08,15.21,6.17,4.14,0.0
20200202:1010,5.16,100.74,3.49,19.51,6.36,3.86,0.0
20200202:1110,0.0,43.49,1.49,21.55,6.38,2.97,0.0
